Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths
Illinois,US,39.71654544,-90.20255104,3/26/20,0,0
Indiana,US,39.47899078,-86.44573375,3/26/20,7,0
Kentucky,US,37.92465657,-83.25558245,3/26/20,0,0
Missouri,US,38.4181765,-92.88791859,3/26/20,0,0
Ohio,US,39.62081738,-81.85308173,3/26/20,0,0
Tennessee,US,36.13248031,-84.64880098,3/26/20,0,0
Utah,US,41.08830262,-111.5727723,3/26/20,0,0
West Virginia,US,39.55439028,-78.26311676,3/26/20,0,0
Nebraska,US,41.71711774,-103.0061405,3/26/20,0,0
Kansas,US,38.68827511,-96.65128437,3/26/20,2,0
New Jersey,US,40.86095313,-74.5455371,3/26/20,315,1
Texas,US,33.11304005,-94.73255695,3/26/20,1,0
Minnesota,US,46.01265363,-94.27341528,3/26/20,0,0
Ohio,US,40.5236356,-82.7892599,3/26/20,0,0
Oregon,US,45.41846568,-119.584546,3/26/20,0,0
Kansas,US,37.19141121,-101.7992519,3/26/20,0,0
North Dakota,US,46.71681782,-101.2822377,3/26/20,8,0
Texas,US,34.07408766,-100.779722,3/26/20,0,0
Illinois,US,39.64187451,-88.62099969,3/26/20,0,0
North Dakota,US,48.20197971,-102.3555315,3/26/20,0,0
Minnesota,US,43.67142874,-92.75234549,3/26/20,10,0
Kentucky,US,37.21425819,-87.14632053,3/26/20,2,0
Oregon,US,45.54747959,-122.4169351,3/26/20,45,2
Georgia,US,34.78897608,-84.74993177,3/26/20,0,0
Minnesota,US,44.02216709,-95.76328482,3/26/20,0,0
Oklahoma,US,34.48116015,-97.06826283,3/26/20,0,0
Iowa,US,41.48370744,-91.1121697,3/26/20,6,0
Georgia,US,32.50931999,-84.87142262,3/26/20,5,0
Michigan,US,43.29123859,-86.15176712,3/26/20,3,0
Ohio,US,39.96575964,-81.94363275,3/26/20,1,0
Oklahoma,US,35.61318461,-95.37802952,3/26/20,4,0
Montana,US,46.49684637,-108.39498,3/26/20,0,0
Texas,US,31.62017125,-94.61803994,3/26/20,1,0
Nebraska,US,41.39750195,-97.99327291,3/26/20,0,0
Massachusetts,US,41.2942019,-70.08774729,3/26/20,0,0
California,US,38.50735751,-122.332839,3/26/20,6,0
North Carolina,US,35.96575634,-77.98422508,3/26/20,4,0
Florida,US,30.61037141,-81.80297522,3/26/20,5,0
New York,US,40.74066522,-73.58941873,3/26/20,3914,17
Louisiana,US,31.72321584,-93.09816516,3/26/20,2,0
Wyoming,US,42.96180148,-106.797885,3/26/20,6,0
Arizona,US,35.3997715,-110.3218983,3/26/20,43,0
Texas,US,32.04620681,-96.47428766,3/26/20,0,0
Kentucky,US,37.80335779,-85.4657193,3/26/20,1,0
North Dakota,US,47.9226426,-98.19038437,3/26/20,0,0
Virginia,US,37.78790447,-78.88498513,3/26/20,1,0
Kansas,US,39.78345387,-96.01392079,3/26/20,0,0
Nebraska,US,40.38514847,-95.85433992,3/26/20,1,0
Kansas,US,37.55862897,-95.30670046,3/26/20,1,0
Mississippi,US,32.75339664,-89.11726492,3/26/20,0,0
Kansas,US,38.47974157,-99.91547333,3/26/20,0,0
Arkansas,US,33.66340119,-93.30632432,3/26/20,0,0
California,US,39.30394768,-120.7627281,3/26/20,7,0
Delaware,US,39.57992638,-75.64054974,3/26/20,86,0
North Carolina,US,34.25758282,-77.87075626,3/26/20,14,0
Connecticut,US,41.4080325,-72.93620426,3/26/20,156,2
Virginia,US,37.50694406,-76.99828634,3/26/20,0,0
Connecticut,US,41.48896435,-72.10430976,3/26/20,13,0
Missouri,US,36.59666326,-89.66070007,3/26/20,0,0
New York,US,40.7672726,-73.97152637,3/26/20,21873,281
Michigan,US,43.554374,-85.80070107,3/26/20,2,0
South Carolina,US,34.28629098,-81.59935761,3/26/20,1,0
Rhode Island,US,41.5642026,-71.26569799,3/26/20,12,0
Virginia,US,37.08166899,-76.51754109,3/26/20,8,1
Arkansas,US,35.91947491,-93.21612969,3/26/20,0,0
Georgia,US,33.55514538,-83.8454714,3/26/20,10,0
Indiana,US,40.95610449,-87.39635768,3/26/20,0,0
Mississippi,US,32.40021118,-89.11843336,3/26/20,1,0
Missouri,US,36.90519407,-94.3394104,3/26/20,3,0
Texas,US,30.78548982,-93.74408813,3/26/20,0,0
Idaho,US,46.32638236,-116.7500975,3/26/20,1,0
New York,US,43.19898042,-78.74777412,3/26/20,14,0
Kentucky,US,38.33342292,-84.01889177,3/26/20,0,0
West Virginia,US,38.29617706,-80.79759588,3/26/20,0,0
Minnesota,US,44.35291112,-94.24710352,3/26/20,3,0
Wyoming,US,43.05607708,-104.4758896,3/26/20,0,0
Indiana,US,41.39672484,-85.41966713,3/26/20,1,0
Ohio,US,39.76818851,-81.45937183,3/26/20,0,0
Oklahoma,US,36.38953329,-97.22928674,3/26/20,2,0
Minnesota,US,43.67434621,-95.75329576,3/26/20,0,0
Missouri,US,40.36079813,-94.88133008,3/26/20,0,0
Texas,US,32.30365282,-100.4060208,3/26/20,0,0
Alaska,US,64.90320724,-164.0353804,3/26/20,0,0
Massachusetts,US,42.16073095,-71.20530408,3/26/20,292,2
Virginia,US,36.89934014,-76.26420872,3/26/20,9,0
Minnesota,US,47.32628443,-96.45620947,3/26/20,0,0
Alaska,US,69.31479216,-153.4836093,3/26/20,0,0
North Carolina,US,36.41736238,-77.39769443,3/26/20,3,0
Pennsylvania,US,40.75182733,-75.30471829,3/26/20,56,3
Virginia,US,37.34062933,-75.87751591,3/26/20,0,0
Pennsylvania,US,40.84785433,-76.70798222,3/26/20,0,0
Virginia,US,37.89202088,-76.41949732,3/26/20,0,0
Alaska,US,67.04919196,-159.7503946,3/26/20,0,0
Kansas,US,39.78443827,-99.90286639,3/26/20,0,0
Virginia,US,36.93357076,-82.62750411,3/26/20,0,0
Virginia,US,37.1435975,-78.05065922,3/26/20,1,0
Oklahoma,US,36.79843529,-95.61902331,3/26/20,0,0
Mississippi,US,33.11009499,-88.56949061,3/26/20,1,0
Nebraska,US,40.17637905,-98.04743961,3/26/20,0,0
Texas,US,27.736286,-97.5433285,3/26/20,14,0
Nevada,US,38.04264256,-116.4722702,3/26/20,1,0
Iowa,US,43.08310673,-95.62474482,3/26/20,0,0
Michigan,US,42.66090111,-83.38595416,3/26/20,668,15
Tennessee,US,36.35732446,-89.14921589,3/26/20,0,0
New Jersey,US,39.8895449,-74.28089251,3/26/20,389,1
Michigan,US,43.64124435,-86.26726673,3/26/20,1,0
Texas,US,36.27829105,-100.8158184,3/26/20,0,0
Georgia,US,33.83749973,-83.43679568,3/26/20,7,0
South Carolina,US,34.75225169,-83.06742317,3/26/20,2,0
Wisconsin,US,45.02715345,-88.26807503,3/26/20,0,0
Michigan,US,44.33481032,-84.12725175,3/26/20,1,0
South Dakota,US,43.33749164,-102.5555498,3/26/20,0,0
Illinois,US,42.04165196,-89.32184679,3/26/20,0,0
Georgia,US,33.8786296,-83.08278123,3/26/20,0,0
Indiana,US,38.955305,-84.96515993,3/26/20,1,0
Kentucky,US,37.47751843,-86.85368087,3/26/20,0,0
West Virginia,US,40.0955451,-80.62203992,3/26/20,2,0
Florida,US,30.69143028,-86.59267105,3/26/20,21,0
Washington,US,48.54855019,-119.7387224,3/26/20,1,0
Florida,US,27.3863362,-80.88944347,3/26/20,0,0
Oklahoma,US,35.46485198,-96.32639984,3/26/20,0,0
Oklahoma,US,35.55140095,-97.40716948,3/26/20,73,2
Oklahoma,US,35.64661916,-95.96432828,3/26/20,2,0
Mississippi,US,33.42491685,-88.87905132,3/26/20,10,0
Kentucky,US,38.39791089,-85.448222,3/26/20,1,0
Texas,US,35.40425596,-102.6027606,3/26/20,1,1
North Dakota,US,47.11530482,-101.3406158,3/26/20,0,0
Minnesota,US,44.00374114,-92.40209944,3/26/20,29,0
Idaho,US,42.1949428,-112.5407838,3/26/20,0,0
New York,US,43.24375382,-75.43710392,3/26/20,13,0
Wisconsin,US,45.70677897,-89.51944105,3/26/20,0,0
New York,US,43.00491923,-76.19971155,3/26/20,111,1
North Carolina,US,34.72607366,-77.42908179,3/26/20,4,0
New York,US,42.85145728,-77.30874425,3/26/20,11,0
Michigan,US,46.6652262,-89.31390481,3/26/20,0,0
California,US,33.70147516,-117.7645998,3/26/20,256,1
Florida,US,28.51367621,-81.31799498,3/26/20,110,4
Indiana,US,38.5411892,-86.49523093,3/26/20,1,0
New York,US,41.40337468,-74.30240757,3/26/20,751,1
North Carolina,US,36.06092947,-79.12167935,3/26/20,16,0
Texas,US,30.11879481,-93.89412775,3/26/20,1,0
Vermont,US,44.00470222,-72.37640104,3/26/20,3,0
Virginia,US,38.24530219,-78.015604,3/26/20,1,0
South Carolina,US,33.4391073,-80.79886287,3/26/20,9,0
Missouri,US,36.68710164,-91.4033755,3/26/20,0,0
Louisiana,US,30.06971951,-89.92660315,3/26/20,997,46
New York,US,43.2516977,-78.2320066,3/26/20,2,0
Vermont,US,44.82964024,-72.24562697,3/26/20,3,0
Kansas,US,38.65235984,-95.72707998,3/26/20,0,0
Missouri,US,38.46036182,-91.8613635,3/26/20,0,0
Oklahoma,US,36.62888819,-96.39635704,3/26/20,3,0
Kansas,US,39.3503437,-98.76753828,3/26/20,0,0
Florida,US,28.06312234,-81.14882926,3/26/20,42,0
Iowa,US,43.37824276,-95.62422844,3/26/20,0,0
Michigan,US,43.98992088,-85.32566756,3/26/20,0,0
Michigan,US,44.68192279,-84.12939244,3/26/20,0,0
New York,US,43.42778894,-76.14635194,3/26/20,4,0
Colorado,US,37.9014485,-103.7173385,3/26/20,1,0
New Mexico,US,32.61348406,-105.7417604,3/26/20,0,0
Nebraska,US,40.64843556,-96.13374142,3/26/20,0,0
Michigan,US,45.02085831,-84.59898295,3/26/20,7,0
New York,US,42.63492579,-75.03151402,3/26/20,3,0
Kansas,US,39.13237408,-97.65020313,3/26/20,0,0
Michigan,US,42.95996803,-85.9969107,3/26/20,18,0
Ohio,US,41.53781826,-83.0940185,3/26/20,0,0
Oklahoma,US,36.83532655,-94.81011909,3/26/20,1,0
Minnesota,US,46.40846929,-95.70835255,3/26/20,0,0
Arkansas,US,33.58839816,-92.87795984,3/26/20,0,0
Louisiana,US,32.47645559,-92.15704172,3/26/20,19,1
Colorado,US,38.14717457,-107.7675136,3/26/20,0,0
Michigan,US,0,0,3/26/20,7,0
Tennessee,US,0,0,3/26/20,117,0
Utah,US,0,0,3/26/20,14,0
Wisconsin,US,44.41578887,-88.46565023,3/26/20,4,0
Tennessee,US,36.34117832,-85.28989535,3/26/20,1,0
Indiana,US,39.31145587,-86.83900724,3/26/20,4,0
Kentucky,US,38.51679143,-84.82404619,3/26/20,0,0
Kentucky,US,37.42823949,-83.68811419,3/26/20,0,0
Idaho,US,42.58016894,-116.1693871,3/26/20,0,0
Maine,US,44.49952995,-70.75682123,3/26/20,8,0
Missouri,US,36.64916339,-92.44459066,3/26/20,0,0
Wisconsin,US,43.38352225,-87.94625009,3/26/20,22,1
Washington,US,46.55418369,-123.7285716,3/26/20,0,0
Iowa,US,40.7393172,-95.1497813,3/26/20,1,0
Virginia,US,38.61807452,-78.48797204,3/26/20,0,0
Florida,US,26.64676272,-80.46536002,3/26/20,169,3
Iowa,US,43.08193849,-94.67824621,3/26/20,0,0
Texas,US,32.75310985,-98.31319001,3/26/20,0,0
North Carolina,US,35.15253315,-76.66559823,3/26/20,0,0
Mississippi,US,34.36398677,-89.95064249,3/26/20,4,0
Texas,US,32.1639596,-94.30552481,3/26/20,0,0
Colorado,US,39.120926,-105.7182065,3/26/20,1,0
Montana,US,45.48965095,-110.5264394,3/26/20,0,0
Wyoming,US,44.52157546,-109.5852825,3/26/20,1,0
Indiana,US,39.77202286,-87.20375833,3/26/20,0,0
Texas,US,32.77757172,-97.80500621,3/26/20,2,0
Texas,US,34.52993409,-102.7844668,3/26/20,0,0
Florida,US,28.30810945,-82.40227529,3/26/20,19,1
North Carolina,US,36.26723798,-76.25134778,3/26/20,1,0
New Jersey,US,41.03238628,-74.29954144,3/26/20,399,0
Virginia,US,36.6801638,-80.2865648,3/26/20,0,0
Georgia,US,33.91969522,-84.86848792,3/26/20,7,0
Ohio,US,41.11676341,-84.5801017,3/26/20,0,0
Kansas,US,38.18108732,-99.23692334,3/26/20,0,0
Nebraska,US,40.13141096,-96.23705437,3/26/20,0,0
Oklahoma,US,36.31743373,-96.7033176,3/26/20,10,1
Idaho,US,44.00545243,-116.7647695,3/26/20,1,0
Oklahoma,US,36.07695283,-96.97584944,3/26/20,5,0
Georgia,US,32.56934316,-83.82937,3/26/20,5,0
Mississippi,US,30.77090935,-89.58677275,3/26/20,16,0
Texas,US,30.78097267,-102.7241261,3/26/20,0,0
North Dakota,US,48.76623521,-97.5523809,3/26/20,0,0
Missouri,US,36.2130572,-89.78742322,3/26/20,1,0
Washington,US,48.53234021,-117.2741804,3/26/20,0,0
North Carolina,US,34.52265624,-77.90352133,3/26/20,0,0
Kentucky,US,38.69607718,-84.35599463,3/26/20,0,0
West Virginia,US,38.68314479,-79.35084086,3/26/20,0,0
Minnesota,US,48.06642577,-96.0370814,3/26/20,0,0
South Dakota,US,44.0025835,-102.8240777,3/26/20,1,1
Maine,US,45.40194593,-68.65020455,3/26/20,5,0
Illinois,US,40.78702156,-89.76078901,3/26/20,4,0
Wisconsin,US,44.58307413,-91.99949611,3/26/20,0,0
Nebraska,US,40.85082525,-101.6502942,3/26/20,0,0
South Dakota,US,45.49049506,-102.4755586,3/26/20,0,0
North Carolina,US,36.17847453,-76.40603143,3/26/20,0,0
Alabama,US,32.64048341,-87.29770589,3/26/20,0,0
Arkansas,US,34.9459153,-92.94372564,3/26/20,0,0
Illinois,US,38.08510853,-89.36856219,3/26/20,0,0
Indiana,US,38.07809328,-86.63741946,3/26/20,0,0
Kentucky,US,37.25023553,-83.22922731,3/26/20,0,0
Mississippi,US,31.17161885,-88.99281835,3/26/20,1,0
Missouri,US,37.70660776,-89.82741088,3/26/20,4,0
Ohio,US,39.73508655,-82.23804971,3/26/20,0,0
Pennsylvania,US,40.40206612,-77.26297447,3/26/20,0,0
Tennessee,US,35.63708728,-87.86139634,3/26/20,1,0
Nevada,US,40.44003782,-118.4005641,3/26/20,0,0
North Carolina,US,36.38989032,-78.97217358,3/26/20,1,0
Alaska,US,57.13978948,-132.9540995,3/26/20,0,0
Virginia,US,37.20530399,-77.39368102,3/26/20,0,0
Montana,US,47.1182463,-108.2508876,3/26/20,0,0
Missouri,US,38.72798918,-93.28471706,3/26/20,0,0
Missouri,US,37.87736118,-91.79351727,3/26/20,0,0
Nebraska,US,40.51156033,-99.41461667,3/26/20,0,0
Pennsylvania,US,40.00338507,-75.1379271,3/26/20,475,1
Arkansas,US,34.43268455,-90.84800154,3/26/20,0,0
Colorado,US,40.59414277,-102.3577703,3/26/20,0,0
Kansas,US,39.78465501,-99.34668865,3/26/20,0,0
Montana,US,48.25936577,-107.9128511,3/26/20,0,0
Illinois,US,40.01360584,-88.59319339,3/26/20,0,0
Ohio,US,39.64170392,-83.0243386,3/26/20,2,0
Alabama,US,33.28094866,-88.08818103,3/26/20,1,0
Georgia,US,34.46589159,-84.46406611,3/26/20,4,0
South Carolina,US,34.88807695,-82.72791551,3/26/20,6,0
Tennessee,US,36.55606529,-85.077633,3/26/20,0,0
Georgia,US,31.35928155,-82.21598442,3/26/20,1,0
Nebraska,US,42.26434853,-97.60122773,3/26/20,0,0
North Dakota,US,48.24977025,-99.96407787,3/26/20,2,0
Washington,US,47.03892768,-122.1405958,3/26/20,186,4
Wisconsin,US,44.71850291,-92.4224416,3/26/20,3,0
Alabama,US,31.80396383,-85.9408295,3/26/20,2,0
Arkansas,US,34.16250414,-93.65789349,3/26/20,1,0
Georgia,US,33.09310242,-84.38790389,3/26/20,0,0
Illinois,US,39.62265059,-90.8877017,3/26/20,0,0
Indiana,US,38.40112197,-87.23574907,3/26/20,0,0
Kentucky,US,37.47088263,-82.39487445,3/26/20,0,0
Mississippi,US,31.17507789,-90.40392572,3/26/20,12,0
Missouri,US,39.34310674,-91.16980779,3/26/20,0,0
Ohio,US,39.07634001,-83.06769584,3/26/20,0,0
Pennsylvania,US,41.33155042,-75.03208106,3/26/20,15,0
Arizona,US,32.0971334,-111.7890033,3/26/20,75,1
Arizona,US,32.90525627,-111.3449483,3/26/20,35,0
Minnesota,US,46.12105238,-92.74070188,3/26/20,0,0
Florida,US,27.93130349,-82.72239666,3/26/20,64,1
Minnesota,US,44.02301619,-96.25841142,3/26/20,0,0
Maine,US,45.83839062,-69.2860223,3/26/20,0,0
Colorado,US,39.21720112,-106.9310027,3/26/20,23,0
North Carolina,US,35.59535426,-77.37353178,3/26/20,8,0
Oklahoma,US,34.92065823,-95.7513432,3/26/20,0,0
Virginia,US,36.81980341,-79.39731264,3/26/20,1,0
Utah,US,38.33815254,-112.1249591,3/26/20,0,0
California,US,39.06167234,-120.7240569,3/26/20,30,1
Louisiana,US,29.42245447,-89.60322085,3/26/20,13,0
Missouri,US,39.38154439,-94.77068479,3/26/20,5,0
Nebraska,US,41.57246836,-97.52144359,3/26/20,0,0
Wyoming,US,42.13299116,-104.966331,3/26/20,0,0
West Virginia,US,39.37091679,-81.16771771,3/26/20,0,0
California,US,40.00355989,-120.8395236,3/26/20,0,0
Iowa,US,42.737633,-96.21366621,3/26/20,0,0
Massachusetts,US,41.94070556,-70.80802823,3/26/20,138,0
Iowa,US,42.73420133,-94.67862564,3/26/20,0,0
West Virginia,US,38.32758728,-80.00993811,3/26/20,0,0
Arkansas,US,35.57433534,-90.66268713,3/26/20,3,0
Louisiana,US,30.71409502,-91.60209535,3/26/20,1,0
Arkansas,US,34.48254879,-94.22728802,3/26/20,1,0
Florida,US,27.95027105,-81.69732947,3/26/20,17,0
Georgia,US,34.00267074,-85.18677781,3/26/20,10,0
Iowa,US,41.68679484,-93.57767461,3/26/20,24,0
Minnesota,US,47.77372465,-96.40134647,3/26/20,0,0
Missouri,US,37.6162296,-93.39828174,3/26/20,0,0
Nebraska,US,41.18813488,-97.56630712,3/26/20,0,0
North Carolina,US,35.27820615,-82.16812354,3/26/20,0,0
Oregon,US,44.90322804,-123.4128888,3/26/20,6,0
Tennessee,US,35.12245443,-84.52075859,3/26/20,0,0
Texas,US,30.79472531,-94.8276624,3/26/20,0,0
Wisconsin,US,45.46130348,-92.44182875,3/26/20,0,0
Montana,US,48.22773388,-112.2252703,3/26/20,0,0
Mississippi,US,34.226046,-89.03636807,3/26/20,3,0
Oklahoma,US,34.72959848,-96.68337199,3/26/20,1,0
Arkansas,US,35.44871474,-93.03212219,3/26/20,1,0
Illinois,US,37.41391284,-88.56152109,3/26/20,0,0
Minnesota,US,45.58606667,-95.44451209,3/26/20,0,0
Virginia,US,37.14259351,-76.35798148,3/26/20,1,0
Ohio,US,41.16793482,-81.19735782,3/26/20,8,0
Wisconsin,US,44.47558711,-89.50152965,3/26/20,1,0
Indiana,US,41.45986947,-87.06848888,3/26/20,5,0
Virginia,US,36.85914825,-76.35971629,3/26/20,0,0
Indiana,US,38.02097333,-87.86480429,3/26/20,1,0
Kansas,US,39.37925655,-96.34564657,3/26/20,1,0
Oklahoma,US,35.20614018,-96.94923008,3/26/20,2,0
Iowa,US,41.33640314,-95.53907776,3/26/20,3,0
Pennsylvania,US,41.74471626,-77.89559864,3/26/20,1,0
South Dakota,US,45.06583079,-99.95498503,3/26/20,0,0
Texas,US,35.40133773,-101.893964,3/26/20,3,0
Montana,US,45.39617714,-105.636738,3/26/20,0,0
Kentucky,US,37.83218794,-83.82553961,3/26/20,0,0
Montana,US,46.85538891,-112.9359164,3/26/20,0,0
Idaho,US,42.69254894,-112.8395742,3/26/20,0,0
Iowa,US,41.68625425,-92.53155731,3/26/20,4,0
Virginia,US,37.55016038,-77.91267882,3/26/20,0,0
Arkansas,US,34.83624419,-91.55162157,3/26/20,0,0
Montana,US,46.86048047,-105.379384,3/26/20,0,0
Kansas,US,37.64780729,-98.73922153,3/26/20,0,0
Ohio,US,39.7420247,-84.64787018,3/26/20,0,0
Mississippi,US,34.61810501,-88.51986294,3/26/20,1,0
Texas,US,29.99954402,-104.2408079,3/26/20,0,0
Michigan,US,45.34018577,-83.91498656,3/26/20,0,0
West Virginia,US,39.46770987,-79.66712803,3/26/20,2,0
Wisconsin,US,45.68051754,-90.3609888,3/26/20,0,0
Virginia,US,37.22554789,-78.43597949,3/26/20,2,0
Virginia,US,37.18497668,-77.22922187,3/26/20,0,0
Maryland,US,38.83070039,-76.8496441,3/26/20,101,2
Virginia,US,38.70916224,-77.48713689,3/26/20,36,0
Alaska,US,55.76261984,-133.0511621,3/26/20,0,0
Rhode Island,US,41.87064746,-71.57753536,3/26/20,91,0
Colorado,US,37.95544985,-102.3926052,3/26/20,0,0
Colorado,US,38.17359144,-104.5127437,3/26/20,3,0
Arkansas,US,34.77054088,-92.31355101,3/26/20,83,0
Georgia,US,32.23334561,-83.4754996,3/26/20,1,0
Illinois,US,37.22631423,-89.13085001,3/26/20,0,0
Indiana,US,41.04166107,-86.69890683,3/26/20,0,0
Kentucky,US,37.10466131,-84.57629079,3/26/20,3,0
Missouri,US,37.82462075,-92.20783203,3/26/20,4,0
Virginia,US,37.06474963,-80.71229738,3/26/20,0,0
Oklahoma,US,34.41635232,-95.37603505,3/26/20,0,0
Florida,US,29.60779729,-81.74230285,3/26/20,12,0
Georgia,US,33.32056115,-83.37552891,3/26/20,0,0
Illinois,US,41.2013541,-89.2869272,3/26/20,0,0
Indiana,US,39.66437981,-86.84517605,3/26/20,2,1
Missouri,US,40.47942497,-93.02042674,3/26/20,0,0
New York,US,41.42630093,-73.74965532,3/26/20,94,0
Ohio,US,41.02094889,-84.1336111,3/26/20,0,0
Tennessee,US,36.14005459,-85.50646123,3/26/20,11,0
West Virginia,US,38.50782345,-81.9082131,3/26/20,2,0
New Mexico,US,35.10403332,-103.5481727,3/26/20,0,0
Maryland,US,39.06198912,-76.03530977,3/26/20,2,0
New York,US,40.71088124,-73.81684712,3/26/20,0,0
Georgia,US,31.86728114,-85.01773177,3/26/20,0,0
Mississippi,US,34.25157572,-90.28908,3/26/20,2,0
Georgia,US,34.88389445,-83.40304637,3/26/20,0,0
Wisconsin,US,42.74753117,-88.05941254,3/26/20,8,0
Virginia,US,37.12222899,-80.5602732,3/26/20,1,0
Texas,US,32.87109387,-95.79232691,3/26/20,0,0
West Virginia,US,37.76936795,-81.2456041,3/26/20,1,0
Missouri,US,39.52817427,-91.51838643,3/26/20,1,0
Minnesota,US,45.01625271,-93.09872295,3/26/20,32,2
North Dakota,US,48.26886249,-98.72223879,3/26/20,3,0
Texas,US,34.96585996,-101.8971322,3/26/20,2,0
Alabama,US,33.29526734,-85.45708831,3/26/20,0,0
Arkansas,US,36.3415714,-91.02455531,3/26/20,1,0
Georgia,US,31.76622818,-84.75732369,3/26/20,1,0
Illinois,US,38.05095369,-89.82512254,3/26/20,0,0
Indiana,US,40.15734772,-85.01139319,3/26/20,0,0
Missouri,US,39.44007257,-92.4971374,3/26/20,1,0
North Carolina,US,35.71015088,-79.80570339,3/26/20,3,0
West Virginia,US,38.769899,-79.87919615,3/26/20,0,0
Mississippi,US,32.26469147,-89.94537876,3/26/20,23,1
North Dakota,US,46.45621782,-97.65742504,3/26/20,0,0
Louisiana,US,31.19778499,-92.52997303,3/26/20,25,1
Virginia,US,38.68295619,-78.15826963,3/26/20,0,0
Montana,US,46.08520862,-114.1189164,3/26/20,1,0
Kansas,US,39.78525843,-101.0761617,3/26/20,0,0
Missouri,US,39.3537468,-93.98905745,3/26/20,0,0
Texas,US,31.36607041,-101.5232659,3/26/20,0,0
Texas,US,29.83321503,-99.82018052,3/26/20,0,0
Minnesota,US,47.87197525,-96.09561104,3/26/20,0,0
Louisiana,US,32.09530039,-93.34213308,3/26/20,0,0
Texas,US,33.61886692,-95.04841765,3/26/20,0,0
Nebraska,US,40.1755688,-100.476998,3/26/20,0,0
Minnesota,US,44.40555844,-95.25207021,3/26/20,0,0
Texas,US,31.32323325,-103.6903896,3/26/20,1,0
Texas,US,28.3238976,-97.15766311,3/26/20,0,0
Kansas,US,37.95230263,-98.08607292,3/26/20,4,0
New York,US,42.71348136,-73.51089874,3/26/20,44,0
Minnesota,US,44.72836381,-94.94553734,3/26/20,1,0
North Dakota,US,48.71982533,-101.6603912,3/26/20,0,0
Kansas,US,39.82799632,-97.65036709,3/26/20,0,0
Missouri,US,37.36085952,-90.97009925,3/26/20,0,0
Tennessee,US,35.60536161,-84.93076643,3/26/20,0,0
Kansas,US,38.34616184,-98.19992118,3/26/20,0,0
Minnesota,US,44.3543376,-93.29658715,3/26/20,2,0
Utah,US,41.63137678,-111.2445105,3/26/20,0,0
Nebraska,US,40.1247415,-95.71755036,3/26/20,0,0
Illinois,US,38.71240969,-88.08475366,3/26/20,0,0
Louisiana,US,32.41391005,-91.76634876,3/26/20,1,0
Montana,US,47.78668011,-104.5610786,3/26/20,0,0
North Dakota,US,46.26440649,-96.94852979,3/26/20,0,0
Ohio,US,40.77180308,-82.5379961,3/26/20,4,0
South Carolina,US,34.01791263,-80.90267209,3/26/20,59,0
Wisconsin,US,43.3762778,-90.43012729,3/26/20,0,0
Georgia,US,33.35777107,-82.07026432,3/26/20,10,0
New York,US,40.58582155,-74.14808598,3/26/20,0,0
North Carolina,US,35.00417719,-79.74491009,3/26/20,0,0
Virginia,US,37.937575,-76.72920628,3/26/20,0,0
Virginia,US,37.53255773,-77.47966921,3/26/20,14,0
Kansas,US,39.28935726,-96.73420026,3/26/20,1,0
Iowa,US,40.73518949,-94.24368535,3/26/20,0,0
New Mexico,US,36.51072137,-106.6931674,3/26/20,2,0
Colorado,US,39.97913541,-108.2179009,3/26/20,0,0
Colorado,US,37.5836865,-106.3847838,3/26/20,2,0
Indiana,US,39.10235626,-85.26212744,3/26/20,11,0
Missouri,US,36.65460667,-90.85990261,3/26/20,0,0
West Virginia,US,39.18094587,-81.06356878,3/26/20,0,0
California,US,33.74314981,-115.9933578,3/26/20,105,8
Tennessee,US,35.84923189,-84.52458689,3/26/20,1,0
West Virginia,US,38.71622686,-81.35243568,3/26/20,0,0
Virginia,US,37.26865804,-80.06396753,3/26/20,1,0
Virginia,US,37.27791025,-79.96189766,3/26/20,0,0
South Dakota,US,45.62975048,-96.94672673,3/26/20,0,0
Texas,US,35.83809685,-100.813175,3/26/20,0,0
Kentucky,US,38.51923469,-84.05055616,3/26/20,0,0
Tennessee,US,36.52454807,-86.87346725,3/26/20,20,0
Texas,US,31.02539637,-96.51272246,3/26/20,1,0
North Carolina,US,34.64244496,-79.1025053,3/26/20,2,0
Minnesota,US,43.67482683,-96.25296832,3/26/20,0,0
Nebraska,US,42.42252217,-99.44832069,3/26/20,0,0
Wisconsin,US,42.67151616,-89.071479,3/26/20,8,0
Illinois,US,41.46613806,-90.57042164,3/26/20,3,0
Virginia,US,37.81204314,-79.44605905,3/26/20,2,0
Kentucky,US,37.36642393,-84.31176452,3/26/20,0,0
Georgia,US,33.65145002,-84.02202167,3/26/20,12,0
New Hampshire,US,42.98499744,-71.12883377,3/26/20,56,0
North Carolina,US,36.39593137,-79.77504841,3/26/20,0,0
Virginia,US,38.51006137,-78.87260325,3/26/20,3,0
New York,US,41.15027894,-74.02560498,3/26/20,1197,5
Texas,US,32.89779518,-96.40771592,3/26/20,2,0
Oklahoma,US,35.68711719,-99.69666167,3/26/20,0,0
Oklahoma,US,36.37004357,-95.60406759,3/26/20,0,0
North Dakota,US,48.77245354,-99.84097493,3/26/20,0,0
Kansas,US,39.35022773,-99.32484567,3/26/20,0,0
Montana,US,48.29607488,-105.0079268,3/26/20,1,0
New Mexico,US,34.02097406,-103.4799493,3/26/20,0,0
Michigan,US,44.33473082,-84.61067651,3/26/20,1,0
